,job,marital,education,default,housing,loan,contact,poutcome,age_bin,result_from_ward
19086,technician,married,professional.course,no,yes,no,telephone,nonexistent,40-50,0
19087,admin.,married,university.degree,no,yes,yes,cellular,nonexistent,30-40,2
19088,technician,married,professional.course,no,yes,no,cellular,nonexistent,50-60,0
19089,technician,married,professional.course,no,no,no,cellular,nonexistent,50-60,0
19090,admin.,married,university.degree,no,no,yes,telephone,nonexistent,20-30,2
19091,technician,married,professional.course,unknown,yes,no,telephone,nonexistent,40-50,0
19092,unemployed,single,basic.4y,no,yes,no,cellular,nonexistent,60-70,0
19093,services,married,high.school,no,yes,yes,cellular,nonexistent,40-50,0
19094,unemployed,married,high.school,no,no,yes,cellular,nonexistent,30-40,0
19095,services,married,high.school,no,no,no,cellular,failure,30-40,0
19096,entrepreneur,married,basic.4y,no,yes,no,cellular,nonexistent,40-50,1
19097,admin.,married,university.degree,no,no,yes,telephone,nonexistent,50-60,2
19098,blue-collar,married,basic.9y,no,no,no,cellular,nonexistent,30-40,1
19099,technician,married,professional.course,no,yes,no,cellular,nonexistent,40-50,0
19100,retired,single,basic.4y,no,yes,no,cellular,nonexistent,50-60,1
19101,management,married,university.degree,no,yes,no,telephone,nonexistent,30-40,2
19102,blue-collar,married,basic.9y,unknown,yes,no,cellular,nonexistent,30-40,1
19103,technician,single,unknown,unknown,yes,no,telephone,nonexistent,40-50,0
19104,admin.,single,high.school,no,yes,yes,cellular,nonexistent,20-30,1
19105,blue-collar,married,basic.6y,no,no,no,telephone,nonexistent,40-50,1
19106,technician,married,basic.6y,no,yes,no,cellular,nonexistent,50-60,0
19107,admin.,married,high.school,no,no,no,telephone,nonexistent,40-50,1
19108,housemaid,married,basic.9y,no,yes,no,telephone,nonexistent,30-40,1
19109,blue-collar,married,basic.9y,unknown,no,no,telephone,nonexistent,30-40,1
19110,admin.,single,university.degree,no,no,no,cellular,nonexistent,30-40,2
19111,blue-collar,married,basic.4y,no,unknown,unknown,telephone,nonexistent,40-50,1
19112,services,single,professional.course,no,yes,no,telephone,nonexistent,30-40,0
19113,blue-collar,married,basic.4y,unknown,no,no,telephone,nonexistent,50-60,1
19114,admin.,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
19115,blue-collar,married,high.school,no,no,no,cellular,failure,30-40,1
19116,admin.,divorced,university.degree,no,no,no,cellular,nonexistent,40-50,2
19117,blue-collar,married,basic.4y,unknown,yes,no,cellular,nonexistent,50-60,1
19118,technician,married,university.degree,no,yes,no,telephone,nonexistent,40-50,0
19119,self-employed,single,university.degree,no,no,no,cellular,success,20-30,0
19120,technician,married,professional.course,no,no,no,telephone,nonexistent,30-40,0
19121,admin.,divorced,high.school,no,yes,no,cellular,nonexistent,30-40,1
19122,admin.,married,high.school,no,no,no,telephone,nonexistent,40-50,1
19123,management,married,university.degree,no,yes,no,telephone,nonexistent,20-30,2
19124,retired,divorced,basic.4y,unknown,no,no,cellular,nonexistent,50-60,1
19125,blue-collar,single,basic.9y,no,no,no,telephone,nonexistent,30-40,1
19126,housemaid,married,basic.6y,no,no,yes,telephone,nonexistent,50-60,1
19127,blue-collar,married,basic.4y,no,no,no,telephone,nonexistent,50-60,1
19128,admin.,married,high.school,no,no,no,telephone,nonexistent,50-60,1
19129,admin.,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
19130,blue-collar,married,unknown,no,yes,no,cellular,failure,30-40,2
19131,technician,divorced,unknown,no,no,no,telephone,nonexistent,50-60,0
19132,blue-collar,married,basic.9y,unknown,yes,no,telephone,nonexistent,20-30,1
19133,entrepreneur,married,basic.9y,no,no,no,telephone,nonexistent,30-40,1
19134,student,single,high.school,no,yes,no,cellular,success,20-30,0
19135,blue-collar,married,professional.course,unknown,yes,no,telephone,nonexistent,50-60,2
19136,admin.,single,university.degree,no,yes,no,telephone,nonexistent,20-30,2
19137,management,divorced,university.degree,no,no,no,telephone,nonexistent,50-60,2
19138,unemployed,married,basic.4y,no,no,no,telephone,nonexistent,40-50,0
19139,blue-collar,married,basic.4y,no,no,no,telephone,nonexistent,40-50,1
19140,admin.,single,university.degree,no,no,no,telephone,nonexistent,30-40,2
19141,admin.,single,university.degree,unknown,no,no,cellular,nonexistent,30-40,2
19142,blue-collar,married,basic.4y,no,no,no,telephone,nonexistent,50-60,1
19143,admin.,married,high.school,no,yes,no,cellular,nonexistent,20-30,1
19144,admin.,married,university.degree,no,no,no,telephone,nonexistent,50-60,2
19145,blue-collar,married,high.school,no,yes,no,cellular,success,30-40,1
19146,blue-collar,married,basic.9y,no,no,yes,telephone,nonexistent,40-50,1
19147,self-employed,divorced,basic.9y,no,yes,no,telephone,nonexistent,30-40,0
19148,technician,married,high.school,no,no,no,telephone,nonexistent,50-60,0
19149,blue-collar,married,basic.4y,unknown,yes,no,telephone,nonexistent,50-60,1
19150,technician,married,professional.course,unknown,no,no,cellular,failure,50-60,0
19151,blue-collar,single,basic.6y,no,yes,no,cellular,failure,30-40,1
19152,services,married,high.school,no,yes,yes,cellular,nonexistent,20-30,0
19153,technician,married,professional.course,no,yes,yes,telephone,nonexistent,40-50,0
19154,services,single,high.school,no,yes,yes,cellular,nonexistent,20-30,0
19155,entrepreneur,married,university.degree,no,yes,no,telephone,nonexistent,30-40,2
19156,student,married,high.school,no,yes,no,telephone,nonexistent,20-30,0
19157,technician,single,university.degree,no,yes,no,telephone,nonexistent,30-40,0
19158,technician,divorced,professional.course,no,yes,yes,cellular,nonexistent,30-40,0
19159,technician,married,basic.9y,no,no,no,cellular,failure,30-40,0
19160,housemaid,divorced,basic.4y,unknown,no,yes,cellular,nonexistent,40-50,1
19161,blue-collar,single,high.school,no,yes,no,cellular,nonexistent,20-30,1
19162,management,married,university.degree,no,yes,no,cellular,failure,40-50,2
19163,technician,married,professional.course,no,yes,no,telephone,nonexistent,30-40,0
19164,blue-collar,married,basic.4y,unknown,no,no,cellular,nonexistent,50-60,1
19165,services,single,high.school,no,no,no,telephone,nonexistent,30-40,0
19166,blue-collar,married,basic.4y,unknown,no,yes,cellular,nonexistent,50-60,1
19167,services,married,high.school,no,no,no,cellular,nonexistent,40-50,0
19168,admin.,married,high.school,unknown,no,no,telephone,nonexistent,40-50,1
19169,admin.,single,high.school,no,unknown,unknown,cellular,nonexistent,20-30,1
19170,admin.,single,high.school,no,no,yes,telephone,nonexistent,20-30,1
19171,blue-collar,single,unknown,unknown,no,no,telephone,nonexistent,30-40,2
19172,entrepreneur,married,high.school,no,yes,no,cellular,failure,50-60,1
19173,admin.,single,high.school,no,no,no,telephone,nonexistent,30-40,1
19174,services,single,university.degree,no,no,no,cellular,nonexistent,20-30,0
19175,admin.,single,high.school,no,yes,yes,cellular,nonexistent,30-40,1
19176,retired,married,professional.course,no,no,no,cellular,nonexistent,70-80,2
19177,blue-collar,married,basic.4y,no,no,no,telephone,nonexistent,30-40,1
19178,services,married,basic.6y,no,no,no,cellular,success,30-40,0
19179,admin.,married,basic.9y,no,yes,no,telephone,nonexistent,40-50,1
19180,blue-collar,married,basic.4y,no,no,yes,telephone,nonexistent,40-50,1
19181,housemaid,married,high.school,unknown,unknown,unknown,telephone,nonexistent,50-60,1
19182,services,married,basic.4y,no,no,no,telephone,nonexistent,40-50,0
19183,admin.,married,university.degree,no,yes,yes,cellular,nonexistent,40-50,2
19184,blue-collar,divorced,high.school,unknown,no,yes,cellular,failure,30-40,1
19185,services,single,high.school,no,yes,no,cellular,nonexistent,30-40,0
19186,management,married,university.degree,unknown,yes,yes,cellular,failure,50-60,2
19187,management,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
19188,blue-collar,divorced,basic.6y,no,yes,no,telephone,nonexistent,40-50,1
19189,admin.,married,university.degree,no,no,no,cellular,success,40-50,2
19190,blue-collar,married,high.school,unknown,yes,no,cellular,nonexistent,40-50,1
19191,blue-collar,married,basic.9y,no,no,no,telephone,nonexistent,30-40,1
19192,student,single,high.school,unknown,yes,no,telephone,nonexistent,20-30,0
19193,admin.,married,high.school,no,yes,no,telephone,nonexistent,40-50,1
19194,admin.,married,university.degree,no,yes,no,cellular,success,30-40,2
19195,admin.,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
19196,blue-collar,married,basic.6y,no,yes,no,telephone,nonexistent,40-50,1
19197,blue-collar,married,professional.course,no,yes,no,telephone,nonexistent,30-40,2
19198,management,married,university.degree,unknown,no,no,telephone,nonexistent,30-40,2
19199,technician,married,high.school,no,no,no,cellular,nonexistent,30-40,0
19200,admin.,single,high.school,no,yes,no,telephone,nonexistent,20-30,1
19201,admin.,single,high.school,no,yes,no,cellular,failure,40-50,1
19202,blue-collar,married,professional.course,no,unknown,unknown,telephone,nonexistent,50-60,2
19203,admin.,single,basic.6y,unknown,no,no,telephone,nonexistent,30-40,1
19204,admin.,married,high.school,no,yes,no,cellular,nonexistent,40-50,1
19205,admin.,divorced,university.degree,no,yes,no,telephone,nonexistent,40-50,2
19206,admin.,single,university.degree,no,yes,no,cellular,nonexistent,30-40,2
19207,student,single,high.school,no,no,no,cellular,success,30-40,0
19208,blue-collar,divorced,unknown,unknown,yes,no,telephone,nonexistent,50-60,2
19209,management,married,high.school,no,yes,no,cellular,nonexistent,30-40,1
19210,services,single,high.school,no,no,yes,telephone,nonexistent,20-30,0
19211,admin.,single,university.degree,no,yes,no,telephone,nonexistent,30-40,2
19212,management,divorced,university.degree,no,yes,no,cellular,nonexistent,30-40,2
19213,admin.,single,university.degree,no,no,no,cellular,nonexistent,30-40,2
19214,admin.,divorced,high.school,no,no,no,cellular,nonexistent,40-50,1
19215,blue-collar,married,basic.4y,unknown,yes,no,cellular,failure,40-50,1
19216,management,divorced,university.degree,unknown,yes,yes,telephone,nonexistent,50-60,2
19217,unemployed,married,professional.course,no,no,no,cellular,nonexistent,50-60,0
19218,blue-collar,married,basic.4y,no,yes,no,cellular,success,30-40,1
19219,management,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
19220,admin.,single,high.school,no,no,no,telephone,nonexistent,20-30,1
19221,admin.,single,university.degree,no,no,no,telephone,nonexistent,20-30,2
19222,admin.,single,university.degree,no,yes,no,cellular,nonexistent,20-30,2
19223,admin.,single,university.degree,no,no,yes,cellular,nonexistent,30-40,2
19224,admin.,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
19225,technician,single,professional.course,no,yes,no,cellular,nonexistent,20-30,0
19226,admin.,single,high.school,no,yes,no,cellular,nonexistent,20-30,1
19227,blue-collar,married,basic.9y,no,no,no,cellular,failure,40-50,1
19228,services,single,university.degree,no,yes,no,cellular,nonexistent,20-30,0
19229,blue-collar,single,basic.4y,no,no,no,telephone,nonexistent,20-30,1
19230,unemployed,married,university.degree,no,unknown,unknown,cellular,nonexistent,30-40,0
19231,retired,single,high.school,no,yes,no,cellular,nonexistent,50-60,1
19232,technician,single,university.degree,unknown,yes,yes,cellular,nonexistent,50-60,0
19233,admin.,married,high.school,no,yes,yes,cellular,nonexistent,40-50,1
19234,services,married,high.school,no,no,no,telephone,nonexistent,30-40,0
19235,blue-collar,married,basic.9y,no,no,no,telephone,failure,50-60,1
19236,retired,married,high.school,unknown,no,no,telephone,nonexistent,50-60,1
19237,admin.,married,high.school,unknown,yes,no,telephone,nonexistent,30-40,1
19238,retired,married,professional.course,no,yes,no,cellular,nonexistent,60-70,2
19239,admin.,married,unknown,no,yes,no,cellular,nonexistent,50-60,2
19240,retired,married,university.degree,no,no,no,telephone,nonexistent,50-60,2
19241,retired,married,basic.4y,no,no,no,telephone,failure,60-70,1
19242,admin.,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
19243,services,married,basic.9y,no,yes,yes,cellular,nonexistent,50-60,0
19244,admin.,single,university.degree,no,no,no,telephone,nonexistent,20-30,2
19245,unknown,married,unknown,unknown,yes,no,cellular,nonexistent,40-50,0
19246,technician,married,professional.course,no,no,yes,cellular,nonexistent,50-60,0
19247,blue-collar,single,professional.course,no,no,no,cellular,nonexistent,30-40,2
19248,admin.,divorced,high.school,no,no,no,cellular,success,30-40,1
19249,unknown,married,professional.course,unknown,yes,yes,cellular,nonexistent,50-60,0
19250,admin.,married,basic.6y,unknown,no,no,telephone,nonexistent,30-40,1
19251,admin.,married,university.degree,no,no,no,telephone,nonexistent,20-30,2
19252,technician,single,professional.course,no,yes,no,telephone,nonexistent,30-40,0
19253,technician,single,professional.course,no,yes,no,cellular,success,30-40,0
19254,entrepreneur,divorced,university.degree,no,yes,yes,cellular,nonexistent,30-40,2
19255,admin.,single,high.school,no,yes,no,telephone,nonexistent,20-30,1
19256,unemployed,married,professional.course,unknown,no,no,cellular,nonexistent,50-60,0
19257,technician,married,professional.course,no,yes,no,telephone,failure,30-40,0
19258,blue-collar,married,basic.4y,unknown,yes,no,cellular,nonexistent,40-50,1
19259,technician,single,professional.course,no,yes,no,cellular,nonexistent,20-30,0
19260,admin.,married,high.school,no,no,no,telephone,nonexistent,40-50,1
19261,housemaid,married,basic.4y,no,yes,no,cellular,nonexistent,50-60,1
19262,management,single,basic.4y,no,no,no,telephone,nonexistent,30-40,1
19263,retired,divorced,basic.4y,no,yes,no,cellular,nonexistent,80-90,1
19264,technician,married,university.degree,no,yes,no,cellular,nonexistent,30-40,0
19265,entrepreneur,married,high.school,no,no,no,cellular,nonexistent,40-50,1
19266,services,married,high.school,no,yes,no,telephone,nonexistent,30-40,0
19267,admin.,single,university.degree,no,no,no,cellular,nonexistent,20-30,2
19268,technician,single,professional.course,unknown,no,no,telephone,nonexistent,40-50,0
19269,services,married,high.school,no,no,no,telephone,nonexistent,30-40,0
19270,admin.,married,high.school,no,yes,no,telephone,nonexistent,30-40,1
19271,blue-collar,divorced,professional.course,no,yes,no,telephone,nonexistent,50-60,2
19272,blue-collar,married,basic.9y,no,no,no,cellular,failure,30-40,1
19273,technician,married,professional.course,no,no,no,cellular,nonexistent,50-60,0
19274,blue-collar,single,basic.9y,no,yes,no,cellular,failure,20-30,1
19275,management,single,university.degree,no,yes,no,telephone,nonexistent,20-30,2
19276,student,single,basic.6y,no,yes,no,cellular,success,0-20,0
19277,blue-collar,married,basic.9y,no,no,no,cellular,nonexistent,20-30,1
19278,admin.,married,basic.9y,no,yes,no,telephone,nonexistent,40-50,1
19279,services,married,high.school,unknown,no,no,telephone,nonexistent,50-60,1
19280,technician,married,professional.course,no,yes,yes,cellular,success,30-40,0
19281,blue-collar,single,high.school,no,no,no,cellular,nonexistent,30-40,1
19282,blue-collar,married,basic.4y,no,no,no,cellular,nonexistent,20-30,1
19283,student,single,unknown,no,yes,no,cellular,success,0-20,0
19284,services,married,high.school,unknown,yes,no,telephone,nonexistent,30-40,0
19285,admin.,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
19286,admin.,married,high.school,no,yes,yes,telephone,nonexistent,30-40,1
19287,admin.,divorced,unknown,no,yes,yes,cellular,nonexistent,50-60,2
19288,admin.,single,unknown,no,yes,no,cellular,failure,20-30,2
19289,entrepreneur,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
19290,blue-collar,married,basic.9y,no,yes,no,cellular,nonexistent,40-50,1
19291,admin.,married,basic.6y,no,no,no,cellular,nonexistent,30-40,1
19292,admin.,divorced,professional.course,no,no,no,telephone,nonexistent,50-60,2
19293,admin.,divorced,university.degree,unknown,yes,no,cellular,nonexistent,50-60,2
